sample_idx,record_id,true_label,pred_label,drift_score,confidence,entropy,margin,policy_level,action,reason_code
38766,228,N,N,0.0,0.711,0.6382,0.4289,normal,accept,NORMAL
38767,228,N,N,0.0,0.529,0.7739,0.0754,normal,accept,NORMAL
38768,228,N,N,0.0,0.6607,0.7247,0.3411,normal,accept,NORMAL
38769,228,N,N,0.0,0.608,0.8713,0.285,normal,accept,NORMAL
38770,228,V,N,0.4621,0.4353,1.3083,0.2226,critical,reject,DRIFT_CRIT_CONF_LOW
38771,228,N,N,0.0,0.9052,0.3574,0.8242,normal,accept,NORMAL
38772,228,N,N,0.0,0.6826,0.8595,0.477,normal,accept,NORMAL
38773,228,N,N,0.0,0.8054,0.533,0.6199,normal,accept,NORMAL
38774,228,N,N,0.0,0.7811,0.576,0.5745,normal,accept,NORMAL
38775,228,N,N,0.0,0.8944,0.3543,0.7922,normal,accept,NORMAL
38776,228,N,N,0.0,0.6825,0.6519,0.3697,normal,accept,NORMAL
38777,228,N,Q,0.0,0.5686,0.7894,0.1624,normal,accept,NORMAL
38778,228,N,N,0.0,0.821,0.496,0.6475,normal,accept,NORMAL
38779,228,N,N,0.0,0.7672,0.7549,0.6487,normal,accept,NORMAL
38780,228,N,N,0.0,0.798,0.5576,0.6082,normal,accept,NORMAL
38781,228,N,N,0.0,0.7815,0.5526,0.5685,normal,accept,NORMAL
38782,228,N,N,0.0,0.7574,0.5819,0.5201,normal,accept,NORMAL
38783,228,V,N,0.4621,0.4001,1.176,0.0092,critical,reject,DRIFT_CRIT_CONF_LOW
38784,228,N,Q,0.0,0.5068,0.6933,0.0137,normal,accept,NORMAL
38785,228,V,S,0.4621,0.3695,1.308,0.0158,critical,reject,DRIFT_CRIT_CONF_LOW
38786,228,N,N,0.0,0.6285,0.6618,0.2572,normal,accept,NORMAL
38787,228,N,N,0.0,0.6443,0.6537,0.289,normal,accept,NORMAL
38788,228,N,N,0.0,0.7578,0.5536,0.5156,normal,accept,NORMAL
38789,228,N,N,0.0,0.5467,0.7028,0.0954,normal,accept,NORMAL
38790,228,N,N,0.0,0.731,0.5939,0.4639,normal,accept,NORMAL
38791,228,N,Q,0.0,0.4985,0.772,0.0128,normal,warn,UNKNOWN
38792,228,N,N,0.0,0.7269,0.6798,0.4811,normal,accept,NORMAL
38793,228,N,N,0.0,0.5596,0.8753,0.1787,normal,accept,NORMAL
38794,228,N,N,0.0,0.7732,0.6512,0.5868,normal,accept,NORMAL
38795,228,N,N,0.0,0.7272,0.7278,0.5025,normal,accept,NORMAL
38796,228,N,N,0.0,0.6203,0.9135,0.3374,normal,accept,NORMAL
38797,228,N,N,0.0,0.5678,0.8907,0.2068,normal,accept,NORMAL
38798,228,N,N,0.0,0.7699,0.5835,0.5501,normal,accept,NORMAL
38799,228,N,N,0.0,0.6237,0.8431,0.3095,normal,accept,NORMAL
38800,228,N,N,0.0,0.757,0.7098,0.5909,normal,accept,NORMAL
38801,228,N,Q,0.0,0.6518,0.7237,0.3192,normal,accept,NORMAL
38802,228,N,N,0.4621,0.401,1.1298,0.0024,critical,reject,DRIFT_CRIT_CONF_LOW
38803,228,V,N,0.4621,0.3225,1.3427,0.0025,critical,reject,DRIFT_CRIT_CONF_LOW
38804,228,N,Q,0.0,0.6052,0.7847,0.2349,normal,accept,NORMAL
38805,228,N,S,0.4621,0.3023,1.3594,0.0158,critical,reject,DRIFT_CRIT_CONF_LOW
38806,228,N,Q,0.0,0.4874,0.8285,0.0053,normal,warn,UNKNOWN
38807,228,N,N,0.0,0.7413,0.8023,0.6132,normal,accept,NORMAL
38808,228,N,Q,0.0,0.7313,0.6891,0.4911,normal,accept,NORMAL
38809,228,V,Q,0.4621,0.6025,1.0895,0.4148,critical,degrade,DRIFT_CRIT_DEGRADE
38810,228,N,Q,0.0,0.6316,0.9872,0.4588,normal,accept,NORMAL
38811,228,N,N,0.0,0.6144,0.9218,0.3426,normal,accept,NORMAL
38812,228,N,N,0.0,0.9116,0.3409,0.8369,normal,accept,NORMAL
38813,228,N,Q,0.0,0.5288,0.854,0.0984,normal,accept,NORMAL
38814,228,N,Q,0.0,0.4999,0.7517,0.0101,normal,warn,UNKNOWN
38815,228,N,Q,0.0,0.8776,0.4617,0.7862,normal,accept,NORMAL
38816,228,V,N,0.4621,0.4189,1.3115,0.1132,critical,reject,DRIFT_CRIT_CONF_LOW
38817,228,N,Q,0.0,0.6371,0.8565,0.3432,normal,accept,NORMAL
38818,228,V,N,0.4621,0.3897,1.268,0.0287,critical,reject,DRIFT_CRIT_CONF_LOW
38819,228,N,N,0.0,0.6452,0.7137,0.3044,normal,accept,NORMAL
38820,228,N,N,0.0,0.6277,0.7588,0.2763,normal,accept,NORMAL
38821,228,N,Q,0.0,0.7261,0.6711,0.4742,normal,accept,NORMAL
38822,228,N,N,0.0,0.4622,1.0751,0.126,normal,warn,UNKNOWN
38823,228,N,N,0.0,0.6225,0.9171,0.3765,normal,accept,NORMAL
38824,228,N,Q,0.0,0.7446,0.6874,0.5193,normal,accept,NORMAL
38825,228,N,Q,0.0,0.6279,0.7834,0.2858,normal,accept,NORMAL
38826,228,N,Q,0.0,0.5336,0.8057,0.093,normal,accept,NORMAL
38827,228,N,Q,0.0,0.7239,0.7471,0.4942,normal,accept,NORMAL
38828,228,N,Q,0.4621,0.4895,1.0992,0.1698,critical,reject,DRIFT_CRIT_CONF_LOW
38829,228,N,N,0.4621,0.4632,1.1248,0.1004,critical,reject,DRIFT_CRIT_CONF_LOW
38830,228,N,Q,0.0,0.8066,0.5691,0.6333,normal,accept,NORMAL
38831,228,N,N,0.0,0.4948,0.7798,0.0074,normal,warn,UNKNOWN
38832,228,N,N,0.0,0.5781,0.7636,0.1745,normal,accept,NORMAL
38833,228,N,N,0.0,0.7052,0.6996,0.4321,normal,accept,NORMAL
38834,228,N,Q,0.0,0.5663,0.7638,0.1485,normal,accept,NORMAL
38835,228,N,N,0.0,0.7112,0.7024,0.4487,normal,accept,NORMAL
38836,228,N,Q,0.0,0.5585,0.8088,0.1436,normal,accept,NORMAL
38837,228,N,Q,0.0,0.6649,0.6816,0.3375,normal,accept,NORMAL
38838,228,N,Q,0.4621,0.5307,1.203,0.2694,critical,degrade,DRIFT_CRIT_DEGRADE
38839,228,N,N,0.0,0.893,0.4,0.8054,normal,accept,NORMAL
38840,228,N,N,0.0,0.7185,0.7049,0.4708,normal,accept,NORMAL
38841,228,N,Q,0.0,0.5436,0.7645,0.1022,normal,accept,NORMAL
38842,228,N,N,0.0,0.5048,0.8157,0.041,normal,accept,NORMAL
38843,228,N,Q,0.0,0.8117,0.6105,0.6671,normal,accept,NORMAL
38844,228,N,N,0.0,0.567,0.9345,0.2385,normal,accept,NORMAL
38845,228,V,S,0.4621,0.426,1.3021,0.1801,critical,reject,DRIFT_CRIT_CONF_LOW
38846,228,N,N,0.0,0.9115,0.3368,0.8342,normal,accept,NORMAL
38847,228,N,Q,0.0,0.6214,0.7675,0.2657,normal,accept,NORMAL
38848,228,N,N,0.0,0.8742,0.4707,0.7906,normal,accept,NORMAL
38849,228,N,N,0.0,0.7419,0.7695,0.6047,normal,accept,NORMAL
38850,228,N,N,0.0,0.6539,0.7474,0.3358,normal,accept,NORMAL
38851,228,N,N,0.0,0.6247,0.6926,0.255,normal,accept,NORMAL
38852,228,N,N,0.0,0.7911,0.5556,0.5922,normal,accept,NORMAL
38853,228,N,N,0.0,0.8534,0.442,0.712,normal,accept,NORMAL
38854,228,N,N,0.0,0.5965,0.7404,0.2061,normal,accept,NORMAL
38855,228,N,N,0.0,0.8199,0.5829,0.6789,normal,accept,NORMAL
38856,228,N,N,0.0,0.7282,0.7489,0.5147,normal,accept,NORMAL
38857,228,N,N,0.0,0.8061,0.6155,0.6568,normal,accept,NORMAL
38858,228,N,N,0.0,0.6935,0.6744,0.3998,normal,accept,NORMAL
38859,228,N,N,0.0,0.6169,0.8618,0.2932,normal,accept,NORMAL
38860,228,N,N,0.0,0.6873,0.6792,0.3861,normal,accept,NORMAL
38861,228,N,Q,0.0,0.5512,0.6997,0.1039,normal,accept,NORMAL
38862,228,N,N,0.0,0.5533,0.6939,0.1075,normal,accept,NORMAL
38863,228,V,N,0.4621,0.549,1.2084,0.3636,critical,degrade,DRIFT_CRIT_DEGRADE
38864,228,N,N,0.0,0.761,0.5521,0.5222,normal,accept,NORMAL
38865,228,V,N,0.4621,0.3852,1.3587,0.1293,critical,reject,DRIFT_CRIT_CONF_LOW
38866,228,N,N,0.0,0.7339,0.6038,0.4724,normal,accept,NORMAL
38867,228,V,N,0.4621,0.4337,1.2108,0.0653,critical,reject,DRIFT_CRIT_CONF_LOW
38868,228,N,N,0.0,0.7961,0.5149,0.5937,normal,accept,NORMAL
38869,228,V,N,0.4621,0.4293,1.3073,0.1235,critical,reject,DRIFT_CRIT_CONF_LOW
38870,228,N,N,0.0,0.7652,0.5547,0.5317,normal,accept,NORMAL
38871,228,V,N,0.4621,0.3692,1.3346,0.0995,critical,reject,DRIFT_CRIT_CONF_LOW
38872,228,N,N,0.0,0.8936,0.3538,0.7903,normal,accept,NORMAL
38873,228,V,N,0.4621,0.4119,1.3219,0.1151,critical,reject,DRIFT_CRIT_CONF_LOW
38874,228,N,Q,0.0,0.7652,0.6285,0.5503,normal,accept,NORMAL
38875,228,V,N,0.4621,0.5175,1.2098,0.2699,critical,degrade,DRIFT_CRIT_DEGRADE
38876,228,N,N,0.0,0.7618,0.5738,0.5281,normal,accept,NORMAL
38877,228,V,N,0.4621,0.54,1.1227,0.2345,critical,degrade,DRIFT_CRIT_DEGRADE
38878,228,N,N,0.0,0.7376,0.593,0.4782,normal,accept,NORMAL
38879,228,V,S,0.4621,0.5256,1.1696,0.2527,critical,degrade,DRIFT_CRIT_DEGRADE
38880,228,N,N,0.0,0.7868,0.634,0.6113,normal,accept,NORMAL
38881,228,V,S,0.4621,0.3011,1.4032,0.0142,critical,reject,DRIFT_CRIT_CONF_LOW
38882,228,N,N,0.0,0.6798,0.7038,0.3761,normal,accept,NORMAL
38883,228,V,N,0.0,0.6679,1.0012,0.4861,normal,accept,NORMAL
38884,228,N,N,0.0,0.537,0.7974,0.0977,normal,accept,NORMAL
38885,228,V,S,0.4621,0.3839,1.2146,0.0237,critical,reject,DRIFT_CRIT_CONF_LOW
38886,228,N,N,0.0,0.7973,0.6417,0.6442,normal,accept,NORMAL
38887,228,V,N,0.4621,0.3976,1.3337,0.1311,critical,reject,DRIFT_CRIT_CONF_LOW
38888,228,N,N,0.0,0.6615,0.6619,0.3269,normal,accept,NORMAL
38889,228,V,N,0.4621,0.5553,1.2014,0.3854,critical,degrade,DRIFT_CRIT_DEGRADE
38890,228,N,N,0.0,0.6247,0.6982,0.2559,normal,accept,NORMAL
38891,228,V,S,0.4621,0.3932,1.3252,0.1325,critical,reject,DRIFT_CRIT_CONF_LOW
38892,228,N,N,0.0,0.642,0.7112,0.295,normal,accept,NORMAL
38893,228,V,S,0.4621,0.4551,1.1822,0.1757,critical,reject,DRIFT_CRIT_CONF_LOW
38894,228,N,N,0.0,0.7937,0.5737,0.6048,normal,accept,NORMAL
38895,228,V,S,0.4621,0.4549,1.257,0.1706,critical,reject,DRIFT_CRIT_CONF_LOW
38896,228,N,N,0.0,0.5505,0.7411,0.1107,normal,accept,NORMAL
38897,228,V,S,0.4621,0.3136,1.3774,0.0075,critical,reject,DRIFT_CRIT_CONF_LOW
38898,228,N,N,0.0,0.7449,0.605,0.4977,normal,accept,NORMAL
38899,228,V,S,0.4621,0.3037,1.4015,0.0563,critical,reject,DRIFT_CRIT_CONF_LOW
38900,228,N,N,0.0,0.5627,0.8358,0.17,normal,accept,NORMAL
38901,228,V,N,0.4621,0.3297,1.3449,0.0212,critical,reject,DRIFT_CRIT_CONF_LOW
38902,228,N,N,0.0,0.7973,0.5579,0.6066,normal,accept,NORMAL
38903,228,V,N,0.4621,0.5661,1.1888,0.3788,critical,degrade,DRIFT_CRIT_DEGRADE
38904,228,N,N,0.0,0.7738,0.5441,0.5489,normal,accept,NORMAL
38905,228,V,N,0.0,0.7336,0.8435,0.5591,normal,accept,NORMAL
38906,228,N,N,0.0,0.6104,0.6864,0.2236,normal,accept,NORMAL
38907,228,V,S,0.4621,0.4364,1.2214,0.1244,critical,reject,DRIFT_CRIT_CONF_LOW
38908,228,N,Q,0.0,0.6487,0.9175,0.3991,normal,accept,NORMAL
38909,228,V,N,0.4621,0.507,1.2535,0.2476,critical,degrade,DRIFT_CRIT_DEGRADE
38910,228,N,N,0.0,0.6372,0.7792,0.3053,normal,accept,NORMAL
38911,228,V,V,0.4621,0.3348,1.3437,0.0286,critical,reject,DRIFT_CRIT_CONF_LOW
38912,228,N,N,0.0,0.7993,0.5662,0.6159,normal,accept,NORMAL
38913,228,V,S,0.4621,0.3488,1.3569,0.0257,critical,reject,DRIFT_CRIT_CONF_LOW
38914,228,N,N,0.0,0.7487,0.6701,0.5304,normal,accept,NORMAL
38915,228,V,S,0.4621,0.3407,1.3813,0.0424,critical,reject,DRIFT_CRIT_CONF_LOW
38916,228,N,Q,0.0,0.5497,0.8458,0.1383,normal,accept,NORMAL
38917,228,V,S,0.4621,0.361,1.3898,0.0801,critical,reject,DRIFT_CRIT_CONF_LOW
38918,228,N,N,0.0,0.6853,0.7674,0.413,normal,accept,NORMAL
38919,228,V,S,0.4621,0.3779,1.28,0.0389,critical,reject,DRIFT_CRIT_CONF_LOW
38920,228,N,N,0.0,0.5804,0.8006,0.191,normal,accept,NORMAL
38921,228,V,N,0.4621,0.3624,1.358,0.0294,critical,reject,DRIFT_CRIT_CONF_LOW
38922,228,N,N,0.0,0.7488,0.6151,0.5095,normal,accept,NORMAL
38923,228,V,N,0.4621,0.357,1.327,0.0806,critical,reject,DRIFT_CRIT_CONF_LOW
38924,228,N,N,0.0,0.6099,0.7411,0.2346,normal,accept,NORMAL
38925,228,V,S,0.4621,0.3311,1.3568,0.0439,critical,reject,DRIFT_CRIT_CONF_LOW
38926,228,N,N,0.0,0.6711,0.7406,0.3695,normal,accept,NORMAL
38927,228,V,N,0.4621,0.3735,1.3277,0.0665,critical,reject,DRIFT_CRIT_CONF_LOW
38928,228,N,N,0.0,0.7007,0.7252,0.4342,normal,accept,NORMAL
38929,228,V,V,0.4621,0.3337,1.3796,0.0988,critical,reject,DRIFT_CRIT_CONF_LOW
38930,228,N,N,0.0,0.5508,0.8975,0.1666,normal,accept,NORMAL
38931,228,V,N,0.4621,0.4396,1.2959,0.1679,critical,reject,DRIFT_CRIT_CONF_LOW
38932,228,N,N,0.0,0.8229,0.564,0.6828,normal,accept,NORMAL
38933,228,V,S,0.4621,0.3116,1.3611,0.0122,critical,reject,DRIFT_CRIT_CONF_LOW
38934,228,N,N,0.0,0.7563,0.7723,0.629,normal,accept,NORMAL
38935,228,V,S,0.4621,0.3737,1.3547,0.1125,critical,reject,DRIFT_CRIT_CONF_LOW
38936,228,N,N,0.0,0.7977,0.6444,0.647,normal,accept,NORMAL
38937,228,V,N,0.4621,0.3676,1.3445,0.0526,critical,reject,DRIFT_CRIT_CONF_LOW
38938,228,N,N,0.0,0.6922,0.8627,0.4956,normal,accept,NORMAL
38939,228,V,S,0.4621,0.3703,1.3588,0.0605,critical,reject,DRIFT_CRIT_CONF_LOW
38940,228,N,N,0.4621,0.4933,1.1284,0.1788,critical,reject,DRIFT_CRIT_CONF_LOW
38941,228,V,V,0.4621,0.3395,1.326,0.0131,critical,reject,DRIFT_CRIT_CONF_LOW
38942,228,N,N,0.0,0.5034,0.8566,0.0449,normal,accept,NORMAL
38943,228,V,S,0.4621,0.4059,1.3438,0.1392,critical,reject,DRIFT_CRIT_CONF_LOW
38944,228,N,N,0.0,0.4834,0.8655,0.0077,normal,warn,UNKNOWN
38945,228,V,S,0.4621,0.3737,1.3534,0.0984,critical,reject,DRIFT_CRIT_CONF_LOW
38946,228,N,N,0.0,0.5091,0.8197,0.0463,normal,accept,NORMAL
38947,228,V,S,0.4621,0.3271,1.3531,0.0032,critical,reject,DRIFT_CRIT_CONF_LOW
38948,228,N,N,0.0,0.7251,0.6865,0.4758,normal,accept,NORMAL
38949,228,V,S,0.4621,0.3534,1.3522,0.0729,critical,reject,DRIFT_CRIT_CONF_LOW
38950,228,N,N,0.0,0.6352,0.7561,0.2947,normal,accept,NORMAL
38951,228,V,V,0.4621,0.3334,1.3538,0.0433,critical,reject,DRIFT_CRIT_CONF_LOW
38952,228,N,N,0.0,0.7592,0.6644,0.5545,normal,accept,NORMAL
38953,228,V,N,0.4621,0.3487,1.3397,0.0702,critical,reject,DRIFT_CRIT_CONF_LOW
38954,228,N,N,0.0,0.8306,0.5211,0.679,normal,accept,NORMAL
38955,228,V,S,0.4621,0.3921,1.3218,0.0999,critical,reject,DRIFT_CRIT_CONF_LOW
38956,228,N,Q,0.0,0.5172,0.8364,0.0683,normal,accept,NORMAL
38957,228,V,V,0.4621,0.2993,1.3932,0.0237,critical,reject,DRIFT_CRIT_CONF_LOW
38958,228,N,N,0.0,0.6858,0.7326,0.3967,normal,accept,NORMAL
38959,228,V,N,0.4621,0.3012,1.3977,0.0454,critical,reject,DRIFT_CRIT_CONF_LOW
38960,228,N,N,0.0,0.6884,0.8833,0.4773,normal,accept,NORMAL
38961,228,V,V,0.4621,0.4008,1.3044,0.089,critical,reject,DRIFT_CRIT_CONF_LOW
38962,228,N,N,0.0,0.9033,0.4013,0.8573,normal,accept,NORMAL
38963,228,V,V,0.4621,0.2998,1.3879,0.0078,critical,reject,DRIFT_CRIT_CONF_LOW
38964,228,N,N,0.0,0.8409,0.5437,0.7212,normal,accept,NORMAL
38965,228,N,N,0.0,0.7561,0.6778,0.5493,normal,accept,NORMAL
38966,228,N,N,0.0,0.681,0.8592,0.4393,normal,accept,NORMAL
38967,228,N,N,0.0,0.6421,0.6888,0.2908,normal,accept,NORMAL
38968,228,N,N,0.0,0.7834,0.5866,0.5837,normal,accept,NORMAL
38969,228,N,N,0.0,0.6307,0.8922,0.337,normal,accept,NORMAL
38970,228,V,N,0.4621,0.3576,1.293,0.0747,critical,reject,DRIFT_CRIT_CONF_LOW
38971,228,N,N,0.0,0.6584,0.6727,0.3224,normal,accept,NORMAL
38972,228,N,N,0.0,0.7443,0.6966,0.5258,normal,accept,NORMAL
38973,228,N,N,0.0,0.837,0.5318,0.7015,normal,accept,NORMAL
38974,228,N,N,0.0,0.7327,0.6668,0.4865,normal,accept,NORMAL
38975,228,N,N,0.0,0.8981,0.3828,0.814,normal,accept,NORMAL
38976,228,V,S,0.4621,0.3532,1.3164,0.0062,critical,reject,DRIFT_CRIT_CONF_LOW
38977,228,N,Q,0.0,0.4429,1.0603,0.018,normal,warn,UNKNOWN
38978,228,V,S,0.4621,0.4458,1.2865,0.1545,critical,reject,DRIFT_CRIT_CONF_LOW
38979,228,N,N,0.0,0.8632,0.515,0.7711,normal,accept,NORMAL
38980,228,N,N,0.0,0.8324,0.5181,0.6847,normal,accept,NORMAL
38981,228,N,N,0.0,0.7632,0.6395,0.5533,normal,accept,NORMAL
38982,228,N,Q,0.0,0.5069,0.8659,0.0533,normal,accept,NORMAL
38983,228,N,N,0.0,0.6536,0.725,0.325,normal,accept,NORMAL
38984,228,V,N,0.4621,0.3802,1.3199,0.0573,critical,reject,DRIFT_CRIT_CONF_LOW
38985,228,N,N,0.0,0.8121,0.5381,0.6375,normal,accept,NORMAL
38986,228,N,N,0.0,0.6129,0.7651,0.2478,normal,accept,NORMAL
38987,228,N,Q,0.0,0.5667,0.8982,0.1923,normal,accept,NORMAL
38988,228,N,N,0.0,0.7519,0.7138,0.5528,normal,accept,NORMAL
38989,228,N,N,0.0,0.8562,0.5057,0.7401,normal,accept,NORMAL
38990,228,V,S,0.4621,0.3548,1.3657,0.0821,critical,reject,DRIFT_CRIT_CONF_LOW
38991,228,N,N,0.0,0.6146,0.8661,0.2943,normal,accept,NORMAL
38992,228,N,N,0.0,0.7424,0.7016,0.5242,normal,accept,NORMAL
38993,228,N,N,0.0,0.906,0.3728,0.8316,normal,accept,NORMAL
38994,228,N,N,0.0,0.7267,0.6763,0.4779,normal,accept,NORMAL
38995,228,N,N,0.0,0.5371,0.9396,0.1688,normal,accept,NORMAL
38996,228,N,N,0.0,0.4995,0.904,0.0627,normal,warn,UNKNOWN
38997,228,V,N,0.4621,0.3191,1.3659,0.0293,critical,reject,DRIFT_CRIT_CONF_LOW
38998,228,N,N,0.0,0.9192,0.3452,0.868,normal,accept,NORMAL
38999,228,N,N,0.0,0.8218,0.6056,0.7045,normal,accept,NORMAL
39000,228,N,N,0.0,0.7681,0.7223,0.6079,normal,accept,NORMAL
39001,228,N,N,0.0,0.711,0.7304,0.4578,normal,accept,NORMAL
39002,228,N,N,0.0,0.8208,0.6045,0.7046,normal,accept,NORMAL
39003,228,V,S,0.4621,0.4057,1.3052,0.0925,critical,reject,DRIFT_CRIT_CONF_LOW
39004,228,N,N,0.0,0.7463,0.6819,0.5287,normal,accept,NORMAL
39005,228,N,Q,0.0,0.5023,0.7913,0.0241,normal,accept,NORMAL
39006,228,N,N,0.0,0.9712,0.1625,0.96,normal,accept,NORMAL
39007,228,N,N,0.0,0.8705,0.4417,0.7603,normal,accept,NORMAL
39008,228,N,N,0.0,0.6146,0.8774,0.2969,normal,accept,NORMAL
39009,228,N,N,0.0,0.8376,0.5258,0.6981,normal,accept,NORMAL
39010,228,V,N,0.4621,0.4127,1.317,0.1322,critical,reject,DRIFT_CRIT_CONF_LOW
39011,228,N,N,0.0,0.8309,0.5289,0.6874,normal,accept,NORMAL
39012,228,N,N,0.0,0.7944,0.6691,0.6646,normal,accept,NORMAL
39013,228,N,N,0.0,0.6564,0.6951,0.3232,normal,accept,NORMAL
39014,228,N,N,0.0,0.77,0.6902,0.5986,normal,accept,NORMAL
39015,228,N,N,0.0,0.5964,0.9539,0.2944,normal,accept,NORMAL
39016,228,N,N,0.0,0.7667,0.7213,0.6111,normal,accept,NORMAL
39017,228,N,N,0.0,0.7531,0.7532,0.5925,normal,accept,NORMAL
39018,228,N,N,0.0,0.8224,0.6224,0.713,normal,accept,NORMAL
39019,228,N,N,0.0,0.6895,0.8467,0.4581,normal,accept,NORMAL
39020,228,N,N,0.0,0.8579,0.5029,0.7564,normal,accept,NORMAL
39021,228,N,N,0.0,0.6503,0.8722,0.3909,normal,accept,NORMAL
39022,228,N,N,0.0,0.9103,0.3698,0.863,normal,accept,NORMAL
39023,228,N,N,0.0,0.7188,0.7962,0.514,normal,accept,NORMAL
39024,228,N,N,0.0,0.9021,0.4022,0.8464,normal,accept,NORMAL
39025,228,N,N,0.0,0.8187,0.6093,0.7083,normal,accept,NORMAL
39026,228,N,N,0.0,0.8212,0.6294,0.7164,normal,accept,NORMAL
39027,228,N,N,0.0,0.8388,0.5378,0.7106,normal,accept,NORMAL
39028,228,V,S,0.4621,0.3778,1.3449,0.0979,critical,reject,DRIFT_CRIT_CONF_LOW
39029,228,N,N,0.0,0.8221,0.5829,0.6835,normal,accept,NORMAL
39030,228,V,S,0.4621,0.4311,1.3281,0.2343,critical,reject,DRIFT_CRIT_CONF_LOW
39031,228,N,N,0.0,0.7966,0.6341,0.6431,normal,accept,NORMAL
39032,228,V,S,0.4621,0.3781,1.3534,0.1287,critical,reject,DRIFT_CRIT_CONF_LOW
39033,228,N,N,0.0,0.8403,0.5433,0.7177,normal,accept,NORMAL
39034,228,V,S,0.4621,0.419,1.326,0.1959,critical,reject,DRIFT_CRIT_CONF_LOW
39035,228,N,N,0.0,0.7886,0.6267,0.6139,normal,accept,NORMAL
39036,228,V,S,0.4621,0.4073,1.2855,0.0908,critical,reject,DRIFT_CRIT_CONF_LOW
39037,228,N,N,0.0,0.8803,0.4077,0.7723,normal,accept,NORMAL
39038,228,V,S,0.4621,0.4797,1.149,0.1337,critical,reject,DRIFT_CRIT_CONF_LOW
39039,228,N,N,0.0,0.8714,0.4735,0.7852,normal,accept,NORMAL
39040,228,V,S,0.4621,0.3285,1.3775,0.0241,critical,reject,DRIFT_CRIT_CONF_LOW
39041,228,N,N,0.0,0.8383,0.5682,0.7341,normal,accept,NORMAL
39042,228,V,S,0.4621,0.4926,1.2644,0.2828,critical,reject,DRIFT_CRIT_CONF_LOW
39043,228,N,N,0.0,0.6841,0.7305,0.3959,normal,accept,NORMAL
39044,228,V,S,0.4621,0.4564,1.212,0.1137,critical,reject,DRIFT_CRIT_CONF_LOW
39045,228,N,N,0.0,0.5899,0.838,0.2202,normal,accept,NORMAL
39046,228,V,S,0.4621,0.4611,1.2677,0.2246,critical,reject,DRIFT_CRIT_CONF_LOW
39047,228,N,N,0.0,0.6242,0.8495,0.3018,normal,accept,NORMAL
39048,228,V,S,0.4621,0.4611,1.2712,0.2218,critical,reject,DRIFT_CRIT_CONF_LOW
39049,228,N,N,0.0,0.6552,0.7689,0.3414,normal,accept,NORMAL
39050,228,V,S,0.4621,0.5284,1.1023,0.2251,critical,degrade,DRIFT_CRIT_DEGRADE
39051,228,N,Q,0.0,0.6035,0.7743,0.2293,normal,accept,NORMAL
39052,228,V,S,0.4621,0.401,1.2692,0.0404,critical,reject,DRIFT_CRIT_CONF_LOW
39053,228,N,N,0.0,0.7103,0.8423,0.5521,normal,accept,NORMAL
39054,228,V,S,0.4621,0.4649,1.2618,0.1621,critical,reject,DRIFT_CRIT_CONF_LOW
39055,228,N,N,0.0,0.6404,0.7121,0.2931,normal,accept,NORMAL
39056,228,V,S,0.4621,0.3787,1.3488,0.1195,critical,reject,DRIFT_CRIT_CONF_LOW
39057,228,N,N,0.0,0.7945,0.6234,0.632,normal,accept,NORMAL
39058,228,V,S,0.4621,0.4959,1.2375,0.2478,critical,reject,DRIFT_CRIT_CONF_LOW
39059,228,N,N,0.0,0.8619,0.4957,0.7639,normal,accept,NORMAL
39060,228,V,S,0.4621,0.4078,1.3427,0.1546,critical,reject,DRIFT_CRIT_CONF_LOW
39061,228,N,N,0.0,0.6352,0.8857,0.3425,normal,accept,NORMAL
39062,228,V,S,0.4621,0.3912,1.2998,0.0414,critical,reject,DRIFT_CRIT_CONF_LOW
39063,228,N,Q,0.0,0.5191,0.8179,0.0653,normal,accept,NORMAL
39064,228,V,S,0.4621,0.3803,1.3159,0.1024,critical,reject,DRIFT_CRIT_CONF_LOW
39065,228,N,N,0.0,0.6277,0.8405,0.3112,normal,accept,NORMAL
39066,228,V,S,0.4621,0.41,1.3135,0.1395,critical,reject,DRIFT_CRIT_CONF_LOW
39067,228,N,Q,0.0,0.6269,0.8143,0.2924,normal,accept,NORMAL
39068,228,V,S,0.4621,0.4264,1.2693,0.0999,critical,reject,DRIFT_CRIT_CONF_LOW
39069,228,N,N,0.0,0.5059,0.8216,0.0433,normal,accept,NORMAL
39070,228,N,N,0.0,0.8331,0.4913,0.6755,normal,accept,NORMAL
39071,228,N,N,0.0,0.4958,0.9172,0.0525,normal,warn,UNKNOWN
39072,228,N,Q,0.0,0.513,0.8214,0.0564,normal,accept,NORMAL
39073,228,N,N,0.0,0.6819,0.7774,0.4026,normal,accept,NORMAL
39074,228,N,N,0.0,0.64,0.8408,0.3398,normal,accept,NORMAL
39075,228,N,N,0.0,0.7204,0.7141,0.4766,normal,accept,NORMAL
39076,228,N,N,0.0,0.697,0.7461,0.4353,normal,accept,NORMAL
39077,228,N,N,0.0,0.7703,0.6393,0.5687,normal,accept,NORMAL
39078,228,N,N,0.0,0.831,0.5596,0.6995,normal,accept,NORMAL
39079,228,N,N,0.0,0.8006,0.6304,0.6555,normal,accept,NORMAL
39080,228,N,N,0.0,0.8094,0.6131,0.6628,normal,accept,NORMAL
39081,228,V,S,0.4621,0.3465,1.3644,0.0452,critical,reject,DRIFT_CRIT_CONF_LOW
